pid,meta_class,meta_town_code,meta_nbhd,meta_certified_est_bldg,meta_certified_est_land,meta_cdu,meta_deed_type,char_hd_sf,char_age,char_apts,char_ext_wall,char_roof_cnst,char_rooms,char_beds,char_bsmt,char_bsmt_fin,char_heat,char_oheat,char_air,char_frpl,char_attic_type,char_fbath,char_hbath,char_tp_plan,char_tp_dsgn,char_cnst_qlty,char_site,char_gar1_size,char_gar1_cnst,char_gar1_att,char_gar1_area,char_ot_impr,char_bldg_sf,char_repair_cnd,char_use,char_type_resd,char_attic_fnsh,char_renovation,char_porch,geo_property_city,geo_property_zip,geo_tract_pop,geo_white_perc,geo_black_perc,geo_asian_perc,geo_his_perc,geo_other_perc,geo_fips,geo_municipality,geo_ohare_noise,geo_floodplain,geo_fs_flood_factor,geo_fs_flood_risk_direction,geo_withinmr100,geo_withinmr101300,geo_school_elem_district,geo_school_hs_district,econ_tax_rate,econ_midincome,ind_large_home,ind_garage,ind_arms_length
6065,205,15,15071,100910,60400,NA,W,6530,106,NA,1,1,9,5,1,1,2,5,1,0,1,3,1,2,2,2,2,3,2,2,2,0,1936,2,1,2,3,NA,1,CICERO,60804,5190,0.06165703275529865,0.02755298651252408,0.02524084778420038,0.8815028901734104,0.00404624277456647,14351,Cicero,0,0,1,0,0,0,SCHOOL DISTRICT  99,BERWYN CICERO STICKNEY HIGH SCHOOL 201,16.731,41044,FALSE,TRUE,TRUE
6066,204,72,72030,153450,41580,NA,O,4158,65,NA,2,1,7,4,1,3,1,5,1,0,1,1,0,2,NA,2,2,3,1,2,2,0,1872,2,1,5,1,NA,NA,CHICAGO,60629,6530,0.06508422664624809,0.03920367534456355,0.01653905053598775,0.8791730474732006,0,14000,Chicago,0,0,1,0,0,0,TARKINGTON,BOGAN HS,6.934,48634,FALSE,TRUE,TRUE
6067,203,72,72271,231080,43050,NA,W,4305,67,NA,2,1,6,3,1,3,1,5,2,0,3,1,0,2,2,2,2,3,1,2,2,0,1351,2,1,1,NA,NA,NA,CHICAGO,60643,4100,0.5251219512195122,0.35048780487804876,0.01682926829268292,0.08292682926829269,0.03560975609756097,14000,Chicago,0,0,1,0,0,0,SUTHERLAND,MORGAN PARK HS,6.908,122727,FALSE,TRUE,TRUE
6068,211,73,73150,498610,210800,NA,T,3100,107,3,2,2,12,6,1,3,2,5,2,0,3,3,0,2,NA,2,2,3,1,2,2,0,3144,2,2,3,NA,NA,NA,CHICAGO,60657,3448,0.7140371229698376,0.04901392111368909,0.11165893271461716,0.06815545243619489,0.103538283062645,14000,Chicago,0,0,1,0,0,0,AGASSIZ,LINCOLN PARK HS,6.89,99213,FALSE,TRUE,TRUE
6069,234,28,28046,178720,41250,NA,W,7500,41,NA,1,1,7,3,3,1,1,5,1,1,3,1,0,2,2,2,2,3,3,1,2,0,1847,2,1,4,NA,NA,NA,ORLAND HILLS,60487,8000,0.7105,0.098375,0.071125,0.11025,0.018,56627,Orland Hills,0,0,6,1,0,0,SCHOOL DISTRICT  140,CONSOLIDATED HIGH SCHOOL  230,10.924,85932,FALSE,TRUE,TRUE
6070,203,37,37101,34840,36660,NA,W,9776,65,NA,3,1,5,3,2,3,1,5,2,0,3,1,0,NA,NA,2,2,2,1,2,2,0,1307,2,1,1,NA,NA,NA,CALUMET CITY,60409,5676,0.13178294573643412,0.6321353065539113,0,0.2225158562367865,0.02713178294573643,10487,Calumet City,0,0,6,1,0,0,SCHOOL DISTRICT 157,THORNTON TWP FRACTIONAL HIGH SCHOOL 215,25.497,39375,FALSE,TRUE,TRUE
6071,295,38,38023,210560,27120,NA,W,1323,20,NA,2,1,7,3,2,3,1,5,1,1,3,2,1,2,2,2,2,3,2,1,1,0,1868,2,1,3,NA,NA,NA,WHEELING,60090,6665,0.31972993248312076,0.0649662415603901,0.1603900975243811,0.4459114778694674,0.01800450112528132,81087,Wheeling,0,0,1,0,0,0,SCH DIST 21 WHEELING COMM CONSOLIDATED,ARLINGTON HTS TWNSHP H S 214,11.237,56698,FALSE,TRUE,TRUE
6072,204,25,25082,779160,420790,NA,W,60113,37,NA,3,4,8,4,3,3,1,5,1,2,1,3,2,1,NA,1,2,5,2,1,2,400,4870,1,1,5,1,NA,NA,NORTHBROOK,60062,6242,0.8646267222044216,0.05414931111823133,0.06087792374239026,0.00833066324895866,0.0193848125600769,53481,Northbrook,0,0,1,0,0,0,SCHOOL DISTRICT 28,NORTHFIELD TOWNSHIP HIGH SCHOOL  225,7.418,103548,FALSE,TRUE,TRUE
6073,203,71,71090,189780,54370,NA,W,3750,95,NA,2,1,6,3,1,3,2,5,2,0,1,1,0,2,NA,2,2,3,1,2,2,0,1339,2,1,1,3,NA,1,CHICAGO,60634,3599,0.6976938038343985,0.01472631286468463,0.03778827452070019,0.24367879966657405,0.00805779383161989,14000,Chicago,0,0,1,0,0,0,SMYSER,TAFT HS,6.884772382397572,76017,FALSE,TRUE,TRUE
6074,234,21,21042,156850,41870,AV,W,6700,48,NA,2,1,6,3,3,1,1,5,1,0,3,1,1,2,2,2,2,3,1,2,2,0,1196,2,1,4,NA,NA,NA,BROOKFIELD,60513,5372,0.5057706626954579,0.12434847356664185,0.02177959791511541,0.3294862248696947,0.02382725241995532,08576,Brookfield,0,0,1,0,0,0,SCHOOL DISTRICT  102,LYONS TOWNSHIP HIGH SCHOOL  204,11.097,78571,FALSE,TRUE,TRUE
6075,278,28,28061,202680,30380,NA,T,7150,58,NA,1,1,8,5,4,3,1,5,1,0,3,2,0,2,NA,2,2,4,1,2,2,0,2184,2,1,2,NA,NA,NA,TINLEY PARK,60477,7741,0.817336261464927,0.02092752874305645,0.01278904534297894,0.13783748869655085,0.02221935150497351,75484,Tinley Park,0,0,1,0,0,0,SCHOOL DISTRICT  140,CONSOLIDATED HIGH SCHOOL  230,11.122,66981,FALSE,TRUE,TRUE
6076,203,37,37092,84080,28120,NA,W,6250,64,NA,2,1,5,3,1,3,1,5,1,0,2,1,1,2,NA,2,2,1,2,2,2,0,1164,2,1,1,3,NA,NA,SOUTH HOLLAND,60473,3439,0.10700785111951149,0.8517010758941552,0.00261703983716196,0.03867403314917127,0,70850,South Holland,0,0,1,0,0,0,SCHOOL DISTRICT  151,THORNTON TOWNSHIP HIGH SCHOOL  205,20.024,67319,FALSE,TRUE,TRUE
6077,202,37,37130,42460,14880,NA,W,4960,48,NA,1,1,5,2,4,3,1,5,2,0,3,1,0,2,NA,2,2,7,NA,NA,NA,0,972,2,1,1,NA,NA,NA,HAZEL CREST,60429,2876,0.12273991655076497,0.7280945757997218,0.00556328233657858,0.13212795549374132,0.02016689847009735,33695,Hazel Crest,0,0,4,1,0,0,SCHOOL DISTRICT  152 1/2,THORNTON TOWNSHIP HIGH SCHOOL  205,26.819,36657,FALSE,FALSE,TRUE
6078,203,38,38080,189770,71250,NA,W,11400,64,NA,2,1,6,3,1,1,1,5,1,1,1,1,1,2,NA,2,2,3,2,1,2,0,1260,2,1,1,3,NA,NA,MOUNT PROSPECT,60056,6479,0.7612285846581263,0.03225806451612903,0.08396357462571384,0.11529557030405926,0.01003241240932242,51089,Mount Prospect,0,0,1,0,0,0,SCHOOL DISTRICT  57,ARLINGTON HTS TWNSHP H S 214,9.385,102045,FALSE,TRUE,TRUE
6079,278,32,32270,138650,62330,NA,W,11874,15,NA,3,1,9,4,1,3,1,5,1,1,3,3,0,2,1,2,2,5,2,1,1,0,2671,2,1,2,NA,NA,NA,RICHTON PARK,60471,5380,0.12843866171003718,0.812639405204461,0.02973977695167286,0.02304832713754646,0.01226765799256505,63706,Richton Park,0,0,1,0,0,0,SCHOOL DISTRICT 162,RICH TOWNSHIP HIGH SCHOOL  227,18.063,49719,FALSE,TRUE,TRUE
6080,278,29,29032,293390,66460,NA,T,10634,42,NA,1,1,8,4,1,3,1,5,1,1,3,2,1,2,NA,2,2,3,2,1,2,230,2608,1,1,2,NA,NA,NA,HOFFMAN ESTATES,60067,7183,0.7940971738827788,0.01127662536544619,0.14478630098844494,0.03703188082973688,0.02561603786718641,35411,Hoffman Estates,0,0,1,0,0,0,SCHOOL DISTRICT C C  15,PALATINE TOWNSHIP HIGH SCHOOL  211,10.068,132222,FALSE,TRUE,TRUE
6081,202,72,72030,102550,37500,NA,W,3750,66,NA,1,1,4,2,2,3,1,5,2,0,3,1,0,NA,NA,2,2,7,NA,NA,NA,0,816,2,1,1,NA,NA,NA,CHICAGO,60629,4549,0.1457463178720598,0.07979775774895581,0.00219828533743679,0.7612662123543636,0.01956473950318751,14000,Chicago,0,0,1,0,0,0,AZUELA,BOGAN HS,6.934,61972,FALSE,FALSE,TRUE
6082,203,29,29100,160670,32600,NA,W,10032,65,NA,1,1,6,3,3,3,1,5,2,0,3,1,0,NA,NA,2,2,3,1,2,2,0,1389,2,1,1,NA,NA,NA,ROLLING MEADOWS,60008,3437,0.7291242362525459,0.00727378527785859,0.01832993890020366,0.23305208030258948,0.02211230724469013,65338,Rolling Meadows,0,0,1,0,0,0,SCHOOL DISTRICT C C  15,ARLINGTON HTS TWNSHP H S 214,9.977,91010,FALSE,TRUE,TRUE
6083,278,28,28015,254710,76820,NA,T,13361,28,NA,3,1,7,3,1,3,1,5,1,1,3,1,1,2,NA,2,2,3,2,1,2,0,2482,1,1,2,NA,NA,NA,ORLAND PARK,60467,8884,0.8615488518685277,0.01260693381359747,0.04558757316524088,0.05571814497973886,0.04907699234579019,NA,NA,0,0,1,0,0,0,SCHOOL DISTRICT  135,CONSOLIDATED HIGH SCHOOL  230,8.518,105942,FALSE,TRUE,TRUE
6084,203,72,72212,67870,29520,NA,W,3690,64,NA,2,1,5,3,1,1,1,5,2,0,3,1,1,NA,NA,2,2,3,1,2,2,0,1021,2,1,1,NA,NA,NA,CHICAGO,60620,6994,0.03002573634543895,0.8311409779811266,0.00943665999428081,0.0550471832999714,0.14869888475836432,14000,Chicago,0,0,1,0,0,1,CARROLL,BOGAN HS,6.873317191283292,66886,FALSE,TRUE,TRUE
6085,202,72,72040,78960,37200,NA,W,3720,114,NA,1,1,3,2,1,3,1,5,2,0,3,1,0,2,2,2,2,1,1,2,2,0,720,2,1,1,NA,NA,NA,CHICAGO,60632,6238,0.05402372555306187,0.01282462327669124,0.0501763385700545,0.874639307470343,0.01667201025969862,14000,Chicago,0,0,3,1,0,0,BRIGHTON PARK,KELLY HS,6.934,44986,FALSE,TRUE,TRUE
6086,278,25,25102,408450,138450,NA,W,11783,36,NA,3,1,8,4,1,1,1,5,1,1,3,2,1,2,1,2,2,4,2,1,2,0,3420,2,1,2,NA,NA,NA,GLENVIEW,60026,6915,0.7088937093275488,0.00260303687635574,0.24931308749096168,0.02415039768618944,0.03007953723788864,29938,Glenview,0,0,1,0,0,0,SCHOOL DISTRICT 30,NORTHFIELD TOWNSHIP HIGH SCHOOL  225,7.556,119766,FALSE,TRUE,TRUE
6087,203,71,71440,216560,94450,NA,T,7556,74,NA,2,1,6,4,1,3,1,5,1,0,1,1,1,2,NA,2,2,1,2,2,2,0,1448,2,1,5,1,NA,1,CHICAGO,60631,3364,0.8061831153388823,2.9726516052318666e-4,0.02972651605231866,0.13971462544589774,0.04815695600475624,14000,Chicago,1,0,1,0,0,0,EDISON PARK,TAFT HS,6.884772382397572,93778,FALSE,TRUE,TRUE
6088,203,72,72330,32600,22720,NA,W,4132,96,NA,1,1,6,3,1,1,1,5,2,0,1,1,0,NA,NA,2,2,7,NA,NA,NA,0,1004,2,1,1,3,NA,NA,CHICAGO,60628,3920,0.00765306122448979,0.9900510204081632,0,0,0.00459183673469387,14000,Chicago,0,0,1,0,0,0,HALEY,FENGER HS,6.908,36448,FALSE,FALSE,TRUE
6089,202,72,72423,146690,37990,NA,W,3999,67,NA,2,1,6,3,1,3,1,5,1,0,1,1,0,2,2,2,2,7,NA,NA,NA,0,960,2,1,1,3,NA,NA,CHICAGO,60655,3182,0.8632935260842237,0,0,0.11407919547454431,0.04525455688246386,14000,Chicago,0,0,1,0,0,0,CASSELL,MORGAN PARK HS,6.908,91924,FALSE,FALSE,TRUE
6090,234,39,39082,172060,56520,NA,W,12560,50,NA,3,1,7,3,3,1,1,5,1,1,3,2,0,NA,NA,2,2,3,2,1,2,0,1375,2,1,4,NA,NA,NA,PALOS HEIGHTS,60463,4219,0.8949988148850438,0.03010191988622896,0.02441336809670538,0.04764162123726001,0.00426641384214268,NA,NA,0,0,1,0,0,0,SCHOOL DISTRICT  128,COMMUNITY HIGH SCHOOL  218,9.392,61250,FALSE,TRUE,TRUE
6091,211,73,73032,346470,215760,NA,T,4495,127,2,2,2,13,6,1,3,2,5,2,0,3,2,0,2,2,2,2,3,1,2,2,0,2626,2,2,2,NA,NA,NA,CHICAGO,60640,1857,0.7749057619816909,0.0258481421647819,0.07162089391491654,0.1098546042003231,0.03554119547657512,14000,Chicago,0,0,1,0,0,1,MCPHERSON,AMUNDSEN HS,6.89,78558,FALSE,TRUE,TRUE
6092,202,72,72212,53210,25000,NA,W,3125,95,NA,3,1,5,2,1,3,1,5,2,0,1,1,0,2,NA,2,2,3,1,2,2,0,972,2,1,1,3,NA,NA,CHICAGO,60620,5007,5.991611743559018e-4,0.9796285200718994,0,0.00519273017775114,0.01457958857599361,14000,Chicago,0,0,1,0,0,0,FOSTER PARK,HIRSCH HS,6.873317191283292,42596,FALSE,TRUE,TRUE
6093,203,71,71150,160710,46500,NA,W,3720,99,NA,2,1,5,2,1,3,1,5,2,0,3,1,0,NA,NA,2,2,4,1,2,2,0,1086,2,1,1,NA,NA,NA,CHICAGO,60634,5350,0.5557009345794393,5.607476635514019e-4,0.05009345794392523,0.3936448598130841,0,14000,Chicago,0,0,1,0,0,0,BRIDGE,STEINMETZ COLLEGE PREP HS,6.884772382397572,64455,FALSE,TRUE,TRUE
6094,211,71,71070,190010,76190,NA,W,4762,117,2,1,6,8,4,2,3,4,5,2,0,3,2,0,2,NA,2,2,7,NA,NA,NA,0,1522,2,2,2,NA,NA,NA,CHICAGO,60618,2761,0.30278884462151395,0.00144875045273451,0.04708438971387178,0.6316551973922492,0.02426657008330315,14000,Chicago,0,0,2,0,0,0,REILLY,SCHURZ HS,6.919,66994,FALSE,FALSE,TRUE
6095,206,28,28037,693190,272460,NA,O,283575,95,NA,1,1,9,4,3,1,1,5,1,1,2,2,2,2,2,2,2,3,1,1,2,0,3708,2,1,2,1,NA,NA,ORLAND PARK,60462,7020,0.8626780626780627,0.02008547008547008,0.01039886039886039,0.0737891737891738,0.0660968660968661,56640,Orland Park,0,1,1,0,0,0,SCHOOL DISTRICT  135,CONSOLIDATED HIGH SCHOOL  230,9.413,91250,FALSE,TRUE,TRUE
6096,211,75,75060,640740,88000,NA,W,4632,103,3,2,2,21,6,1,3,2,5,2,0,3,6,0,2,NA,2,2,7,NA,NA,NA,0,6162,2,2,3,NA,NA,1,CHICAGO,60626,2802,0.5149892933618844,0.2755174875089222,0.0835117773019272,0.09814418272662384,0.05567451820128479,14000,Chicago,0,0,1,0,0,0,KILMER,SULLIVAN HS,6.857803738317757,37500,FALSE,FALSE,TRUE
6097,234,37,37150,121890,34910,NA,W,7350,55,NA,2,1,6,4,3,1,2,5,1,0,2,2,1,NA,NA,2,2,3,2,1,2,0,1744,2,1,4,3,NA,NA,SOUTH HOLLAND,60473,3183,0.12409676405906378,0.8360037700282752,0.00282752120640904,0.03707194470625196,0,70850,South Holland,0,0,1,0,0,0,SCHOOL DISTRICT  150,THORNTON TOWNSHIP HIGH SCHOOL  205,18.723,72500,FALSE,TRUE,TRUE
6098,203,70,70280,108400,32500,NA,W,5000,64,NA,2,1,6,4,1,3,1,5,2,0,3,2,0,NA,NA,2,2,2,2,2,2,0,1416,2,1,1,NA,NA,NA,CHICAGO,60633,2726,0.40498899486427,0.03961848862802641,0,0.5553925165077036,0,14000,Chicago,0,0,1,0,0,0,GRISSOM,WASHINGTON HS,6.908,53125,FALSE,TRUE,TRUE
6099,203,12,12073,113220,45000,NA,W,9475,39,NA,3,1,6,3,1,1,1,5,1,1,3,2,1,2,NA,2,2,5,3,1,2,0,1585,2,1,1,NA,NA,NA,LYNWOOD,60411,8891,0.2217973231357553,0.6219772803959059,0.00236193903947812,0.1336182656619053,0.02924305477449106,45421,Lynwood,0,0,1,0,0,0,SCHOOL DISTRICT  171,THORNTON TWP FRACTIONAL HIGH SCHOOL 215,15.182,54518,FALSE,TRUE,TRUE
6100,205,71,71150,143320,51560,NA,W,4125,96,NA,1,1,6,4,1,1,1,5,1,0,3,3,0,2,2,2,2,3,2,2,2,0,1967,2,1,2,3,NA,1,CHICAGO,60634,4378,0.5893101873001371,0.0159890360895386,0.08154408405664687,0.31064412973960714,0.0050251256281407,14000,Chicago,0,0,1,0,0,0,SMYSER,TAFT HS,6.884772382397572,61967,FALSE,TRUE,TRUE
6101,295,35,35108,101980,24980,NA,W,1723,42,NA,1,1,5,3,1,3,1,5,1,0,3,1,1,2,2,2,2,1,1,1,1,0,1021,3,1,2,NA,NA,NA,HANOVER PARK,60133,5223,0.6034845874018763,0.01531686770055523,0.15029676431169825,0.218648286425426,0.02010338885697874,32746,Hanover Park,0,0,1,0,0,0,SCHOOL DISTRICT C C 54,PALATINE TOWNSHIP HIGH SCHOOL  211,10.825,80957,FALSE,TRUE,TRUE
6102,205,70,70130,67920,33750,NA,W,3750,72,NA,2,1,5,3,1,3,1,5,2,0,3,1,0,NA,NA,2,2,3,1,2,2,0,1134,2,1,2,NA,NA,NA,CHICAGO,60617,2192,0.00821167883211678,0.9817518248175182,0,0.0031934306569343,0.00958029197080292,14000,Chicago,0,0,1,0,0,0,HOYNE,BOWEN HS,6.908,61495,FALSE,TRUE,TRUE
6103,203,26,26010,170770,106900,NA,W,9296,65,NA,2,1,5,3,1,1,1,5,2,0,3,1,0,NA,NA,2,2,3,2,2,2,0,1054,2,1,1,NA,NA,NA,NORRIDGE,60706,5047,0.8450564691896176,0.00693481276005547,0.04616603923122647,0.09153952843273232,0.01842678819100456,53377,Norridge,1,0,1,0,0,0,SCHOOL DISTRICT  80,COMMUNITY HIGH SCHOOL  234,7.539,73429,FALSE,TRUE,TRUE
6104,211,77,77060,71330,123940,AV,W,2724,137,3,2,2,15,6,1,3,2,5,2,0,3,3,0,2,NA,2,2,7,NA,NA,NA,0,3600,2,2,3,NA,NA,NA,CHICAGO,0-0,5230,0.7491395793499044,0.04799235181644359,0.05277246653919694,0.1208413001912046,0.05850860420650095,14000,Chicago,0,0,9,1,0,0,PRITZKER,WELLS HS,7.104,104167,FALSE,FALSE,TRUE
6105,203,70,70210,64330,29490,NA,W,4537,99,NA,2,1,6,3,1,1,1,5,1,0,1,1,0,NA,NA,2,2,3,1,2,2,0,1200,2,1,1,3,NA,1,CHICAGO,60628,2236,0.00402504472271914,0.3573345259391771,0,0.6171735241502684,0.02146690518783542,14000,Chicago,0,0,1,0,0,0,CURTIS,CORLISS HS,6.908,35875,FALSE,TRUE,TRUE
6106,203,31,31041,150540,33000,NA,W,4125,64,NA,3,1,6,3,4,3,1,5,2,0,1,1,0,NA,NA,2,2,3,1,2,2,0,1110,2,1,1,3,NA,NA,MELROSE PARK,60160,5149,0.2439308603612352,0.02796659545542823,0.00427267430569042,0.7238298698776462,0,48242,Melrose Park,0,0,1,0,0,0,SCHOOL DISTRICT 89,PROVISO TOWNSHIP HIGH SCHOOL 209,11.117,67905,FALSE,TRUE,TRUE
6107,203,37,37181,63940,30180,NA,W,8050,97,NA,1,1,7,4,1,3,1,5,2,0,1,2,0,2,2,2,2,4,1,2,2,0,1485,2,1,5,1,NA,1,LANSING,60438,4816,0.5371677740863787,0.29485049833887045,0.01474252491694352,0.1532392026578073,0,42028,Lansing,0,0,1,0,0,0,SCHOOL DISTRICT 158,THORNTON TWP FRACTIONAL HIGH SCHOOL 215,19.524,54940,FALSE,TRUE,TRUE
6108,205,31,31080,171900,29430,NA,W,7850,72,NA,3,1,7,3,1,3,1,5,1,0,3,1,1,2,2,2,2,3,1,2,2,0,1540,2,1,2,NA,NA,NA,HILLSIDE,60162,3558,0.43732433951658234,0.2653175941540191,0.04187745924676785,0.2459246767847105,0.01911186059584036,35086,Hillside,0,0,1,0,0,0,SCHOOL DISTRICT 93,PROVISO TOWNSHIP HIGH SCHOOL 209,13.077,76042,FALSE,TRUE,TRUE
6109,202,72,72330,28050,17050,NA,O,3100,127,NA,1,1,3,2,2,3,1,5,2,0,3,1,0,NA,NA,2,2,1,1,2,2,0,760,2,1,1,NA,NA,NA,CHICAGO,60628,2605,0.00844529750479846,0.9700575815738964,0,0.01727447216890595,0.00844529750479846,14000,Chicago,0,0,1,0,0,0,CURTIS,FENGER HS,6.908,30000,FALSE,TRUE,TRUE
6110,203,72,72223,100060,21930,NA,W,2925,59,NA,1,1,4,2,2,3,1,5,2,0,3,1,0,NA,NA,2,2,1,1,2,2,0,1020,2,1,1,NA,NA,NA,CHICAGO,60620,3012,0.02158034528552457,0.9548472775564408,0.00863213811420982,0,0.02755644090305445,14000,Chicago,0,0,1,0,0,0,GRESHAM,HIRSCH HS,6.873317191283292,37628,FALSE,TRUE,TRUE
6111,206,33,33015,410010,124550,NA,W,9400,81,NA,2,1,8,4,1,1,1,5,1,0,3,2,1,2,NA,2,2,3,2,1,2,0,2452,2,1,2,NA,NA,NA,RIVER FOREST,60305,5895,0.7974554707379135,0.07684478371501273,0.04359626802374894,0.06870229007633588,0.02680237489397794,64304,River Forest,0,0,1,0,0,0,SCHOOL DISTRICT 90,CONSOLIDATED HIGH SCHOOL  200,10.646,126250,FALSE,TRUE,TRUE
6112,211,15,15030,182020,34960,NA,W,3780,102,2,2,2,11,6,1,1,2,5,2,0,3,3,0,2,2,2,2,3,1,2,2,0,2407,2,2,2,NA,NA,NA,CICERO,60804,6490,0.04283513097072419,0.03944530046224961,0.01525423728813559,0.8942989214175655,0.00955315870570107,14351,Cicero,0,0,1,0,0,0,SCHOOL DISTRICT  99,BERWYN CICERO STICKNEY HIGH SCHOOL 201,16.731,55168,FALSE,TRUE,TRUE
6113,278,73,73084,1023790,192000,NA,T,3000,21,NA,2,2,8,4,1,3,1,5,1,1,3,2,1,2,2,2,2,3,2,2,2,0,2800,2,1,2,NA,NA,NA,CHICAGO,60613,1961,0.8301886792452831,0.01325854156042835,0.05813360530341662,0.08108108108108109,0.03467618561958185,14000,Chicago,0,0,1,0,0,0,BLAINE,LAKE VIEW HS,6.89,112292,FALSE,TRUE,TRUE
6114,203,70,70100,74080,37500,NA,W,3750,79,NA,2,1,6,3,1,3,2,5,2,0,1,1,0,2,2,2,2,1,2,2,2,0,1438,2,1,5,1,NA,NA,CHICAGO,60617,3374,0.01896858328393598,0.973918197984588,0,0.00474214582098399,0.00474214582098399,14000,Chicago,0,0,2,1,0,0,COLES,BOWEN HS,6.88386464826358,39605,FALSE,TRUE,TRUE
6115,295,73,73093,484850,172140,NA,T,1484,28,NA,2,2,7,3,2,3,1,5,1,1,3,3,0,2,NA,2,2,1,2,1,1,0,2082,2,1,3,NA,NA,NA,CHICAGO,60614,3257,0.8394227817009517,0.00368437212158428,0.06079214000614062,0.09303039607000307,0.00614062020264046,14000,Chicago,0,0,4,1,0,0,PRESCOTT,LINCOLN PARK HS,6.89,157125,FALSE,TRUE,TRUE
6116,234,12,12044,94330,31440,NA,W,8386,57,NA,1,1,6,3,3,1,1,5,2,0,3,1,0,NA,NA,2,2,3,1,2,2,0,1115,2,1,4,NA,NA,NA,LANSING,60438,6522,0.4207298374731677,0.4260962894817541,0.00919963201471941,0.11974854339159768,0.03603189205765102,42028,Lansing,0,0,1,0,0,0,SCHOOL DISTRICT  171,THORNTON TWP FRACTIONAL HIGH SCHOOL 215,17.73,51485,FALSE,TRUE,TRUE
6117,204,31,31210,335320,29290,NA,W,3780,92,NA,2,1,7,4,1,1,1,5,1,0,1,1,2,2,2,2,2,3,1,2,2,0,1814,2,1,8,3,NA,NA,BROOKFIELD,60513,3598,0.7584769316286826,0.02501389660922735,0.00305725403001667,0.21345191773207337,0,08576,Brookfield,0,0,1,0,0,0,SCHOOL DISTRICT 95,RIVERSIDE BROOKFIELD HIGH SCHOOL 208,13.524,84417,FALSE,TRUE,TRUE
6118,204,24,24051,306380,62370,NA,W,7560,69,NA,1,1,7,3,2,3,1,5,1,0,1,2,1,2,2,2,2,4,1,2,2,0,1857,2,1,5,1,2,3,EVANSTON,60203,3485,0.6318507890961262,0.14691535150645624,0.11649928263988522,0.06226685796269727,0.07890961262553801,70122,Skokie,0,0,4,1,0,0,SCHOOL DISTRICT C C  65,EVANSTON TOWNSHIP HIGH SCHOOL  202,7.906,118971,FALSE,TRUE,TRUE
6119,234,12,12022,127500,32400,NA,W,8100,46,NA,1,1,6,3,3,1,1,5,1,1,3,1,1,2,NA,2,2,3,1,1,2,0,1240,2,1,4,NA,NA,NA,HOMEWOOD,60430,4663,0.3645721638430195,0.5294874544284796,0.007720351704911,0.04439202230323826,0.09736221316748872,35879,Homewood,0,0,1,0,0,0,SCHOOL DISTRICT 153,HOMEWOOD FLOSSMOOR COMM HIGH SCHOOL  233,16.657,92630,FALSE,TRUE,TRUE
6120,203,72,72282,72580,28350,NA,T,3780,107,NA,1,1,6,2,1,3,1,5,2,0,1,1,0,2,NA,2,2,1,1,2,2,0,1414,2,1,5,1,NA,NA,CHICAGO,60643,3559,0.00365271143579657,0.9896038212981174,0,0.00393368923855015,0.00280977802753582,14000,Chicago,0,0,1,0,0,1,GARVEY,JULIAN HS,6.908,37207,FALSE,TRUE,TRUE
6121,295,22,22150,595440,18950,NA,T,1805,5,NA,3,2,8,4,2,3,1,5,1,0,3,2,1,2,2,2,2,3,3,1,1,0,2942,2,1,3,NA,NA,NA,PARK RIDGE,60068,3946,0.8091738469336036,0.00430816016218955,0.0476431829700963,0.0957932083122149,0.05575266092245311,57875,Park Ridge,0,0,1,0,0,0,SCHOOL DISTRICT C C  64,MAINE TOWNSHIP HIGH SCHOOL  207,8.938,92500,FALSE,TRUE,TRUE
6122,205,27,27060,310410,32730,NA,W,3118,99,NA,4,1,6,3,1,3,1,5,2,0,3,1,0,2,NA,2,2,3,1,2,2,0,1320,2,1,2,NA,NA,NA,OAK PARK,60304,4692,0.5991048593350383,0.17902813299232737,0.05072463768115942,0.1148763853367434,0.11146632566069906,54885,Oak Park,0,0,1,0,0,0,SCHOOL DISTRICT  97,CONSOLIDATED HIGH SCHOOL  200,13.157,91250,FALSE,TRUE,TRUE
6123,208,25,25052,451420,286000,NA,W,22000,32,NA,3,1,9,4,1,1,1,5,1,1,2,3,1,1,NA,1,2,5,2,1,2,2196,4624,1,1,2,1,NA,NA,NORTHBROOK,60062,5907,0.8324022346368715,0,0.13712544438801422,0.01574403250380904,0.02945657694261046,53481,Northbrook,0,0,1,0,0,0,SCHOOL DISTRICT 30,NORTHFIELD TOWNSHIP HIGH SCHOOL  225,7.725,111912,TRUE,TRUE,TRUE
6124,203,28,28050,159750,31870,NA,W,7500,49,NA,1,1,5,3,1,3,1,5,2,0,3,1,1,NA,NA,2,2,3,1,2,2,0,1120,2,1,1,NA,NA,NA,TINLEY PARK,60477,7741,0.817336261464927,0.02092752874305645,0.01278904534297894,0.13783748869655085,0.02221935150497351,75484,Tinley Park,0,0,1,0,0,0,SCHOOL DISTRICT C C  146,CONSOLIDATED HIGH SCHOOL  230,12.138,66981,FALSE,TRUE,TRUE
6125,205,27,27080,323220,41250,NA,W,4125,112,NA,1,1,6,3,1,3,1,5,1,0,1,1,1,2,2,2,2,3,1,2,2,0,1176,2,1,2,3,NA,1,OAK PARK,60304,4008,0.6472055888223552,0.2125748502994012,0.0029940119760479,0.12574850299401197,0.02245508982035928,54885,Oak Park,0,0,1,0,0,0,SCHOOL DISTRICT  97,CONSOLIDATED HIGH SCHOOL  200,13.157,104792,FALSE,TRUE,TRUE
